tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating
tt0109444,Clear and Present Danger,1994,141,"Action,Crime,Drama",6.9
tt0110475,The Mask,1994,101,"Action,Comedy,Crime",6.9
tt0112431,Babe,1995,91,"Comedy,Drama,Family",6.9
tt0112697,Clueless,1995,97,"Comedy,Romance",6.9
tt0113161,Get Shorty,1995,105,"Comedy,Crime,Thriller",6.9
tt0115734,Bottle Rocket,1996,91,"Comedy,Crime,Drama",6.9
tt0116778,Kingpin,1996,114,"Comedy,Sport",6.9
tt0118880,Con Air,1997,115,"Action,Crime,Thriller",6.9
tt0119051,The Edge,1997,117,"Action,Adventure,Drama",6.9
tt0119528,Liar Liar,1997,86,"Comedy,Fantasy",6.9
tt0120888,The Wedding Singer,1998,97,"Comedy,Music,Romance",6.9
tt0138749,The Road to El Dorado,2000,89,"Adventure,Animation,Comedy",6.9
tt0146838,Any Given Sunday,1999,162,"Drama,Sport",6.9
tt0167190,Hellboy,2004,122,"Action,Adventure,Fantasy",6.9
tt0182789,Bicentennial Man,1999,132,"Comedy,Drama,Sci-Fi",6.9
tt0183790,A Knight's Tale,2001,132,"Action,Adventure,Romance",6.9
tt0228786,The Crimson Rivers,2000,106,"Crime,Mystery,Thriller",6.9
tt0230011,Atlantis: The Lost Empire,2001,95,"Action,Adventure,Animation",6.9
tt0240890,Serendipity,2001,90,"Comedy,Romance",6.9
tt0259711,Vanilla Sky,2001,136,"Fantasy,Mystery,Romance",6.9
tt0272020,The Last Castle,2001,131,"Action,Drama,Thriller",6.9
tt0317919,Mission: Impossible III,2006,126,"Action,Adventure,Thriller",6.9
tt0335119,Girl with a Pearl Earring,2003,100,"Biography,Drama,Romance",6.9
tt0351283,Madagascar,2005,86,"Adventure,Animation,Comedy",6.9
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,"Adventure,Family,Fantasy",6.9
tt0365737,Syriana,2005,128,"Drama,Thriller",6.9
tt0368891,National Treasure,2004,131,"Action,Adventure,Mystery",6.9
tt0374900,Napoleon Dynamite,2004,96,Comedy,6.9
tt0397892,Bolt,2008,96,"Adventure,Animation,Comedy",6.9
tt0399201,The Island,2005,136,"Action,Sci-Fi,Thriller",6.9
tt0401445,A Good Year,2006,117,"Comedy,Drama,Romance",6.9
tt0406816,The Guardian,2006,139,"Action,Adventure,Drama",6.9
tt0426883,Alpha Dog,2006,122,"Biography,Crime,Drama",6.9
tt0456554,Grandma's Boy,2006,94,Comedy,6.9
tt0457939,The Holiday,2006,136,"Comedy,Romance",6.9
tt0458339,Captain America: The First Avenger,2011,124,"Action,Adventure,Sci-Fi",6.9
tt0458352,The Devil Wears Prada,2006,109,"Comedy,Drama",6.9
tt0462200,Black Snake Moan,2006,116,"Drama,Music",6.9
tt0463854,28 Weeks Later,2007,100,"Action,Adventure,Horror",6.9
tt0477302,Extremely Loud & Incredibly Close,2011,129,"Adventure,Drama,Mystery",6.9
tt0479884,Crank,2006,88,"Action,Crime,Thriller",6.9
tt0496806,Ocean's Thirteen,2007,122,"Crime,Thriller",6.9
tt0838283,Step Brothers,2008,98,Comedy,6.9
tt0864761,The Duchess,2008,110,"Biography,Drama,History",6.9
tt0910936,Pineapple Express,2008,111,"Action,Comedy,Crime",6.9
tt10293406,The Power of the Dog,2021,126,"Drama,Romance,Western",6.9
tt1067583,Water for Elephants,2011,122,"Drama,Romance",6.9
tt1080016,Ice Age 3: Dawn of the Dinosaurs,2009,94,"Adventure,Animation,Comedy",6.9
tt1142977,Frankenweenie,2012,87,"Animation,Comedy,Drama",6.9
tt1172233,Whip It,2009,111,"Drama,Sport",6.9
tt1187064,Triangle,2009,99,"Mystery,Sci-Fi,Thriller",6.9
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,97,"Action,Adventure,Animation",6.9
tt1289401,Ghostbusters,2016,117,"Action,Comedy,Fantasy",6.9
tt1355683,Black Mass,2015,123,"Biography,Crime,Drama",6.9
tt1390411,In the Heart of the Sea,2015,122,"Action,Adventure,Biography",6.9
tt1436562,Rio,2011,96,"Adventure,Animation,Comedy",6.9
tt1477834,Aquaman,2018,143,"Action,Adventure,Fantasy",6.9
tt1499658,Horrible Bosses,2011,98,"Comedy,Crime",6.9
tt1536537,What Happened to Monday,2017,123,"Action,Crime,Fantasy",6.9
tt1549572,Another Earth,2011,92,"Drama,Romance,Sci-Fi",6.9
tt1567609,Get the Gringo,2012,96,"Action,Crime,Drama",6.9
tt1588173,Warm Bodies,2013,98,"Comedy,Horror,Romance",6.9
tt1605717,Frank,2014,95,"Comedy,Drama,Music",6.9
tt1637725,Ted,2012,106,Comedy,6.9
tt1663662,Pacific Rim,2013,131,"Action,Adventure,Sci-Fi",6.9
tt1740707,Trollhunter,2010,103,"Drama,Fantasy,Horror",6.9
tt1860242,The Highwaymen,2019,132,"Biography,Crime,Drama",6.9
tt1862079,Safety Not Guaranteed,2012,86,"Comedy,Drama,Fantasy",6.9
tt1924429,Trance,2013,101,"Crime,Drama,Mystery",6.9
tt1937390,Nymphomaniac: Vol. I,2013,117,Drama,6.9
tt1959563,The Hitman's Bodyguard,2017,118,"Action,Comedy,Crime",6.9
tt2017038,All Is Lost,2013,106,"Action,Adventure,Drama",6.9
tt2024469,Non-Stop,2014,106,"Action,Mystery,Thriller",6.9
tt2283362,Jumanji: Welcome to the Jungle,2017,119,"Action,Adventure,Comedy",6.9
tt2316411,Enemy,2013,91,"Drama,Mystery,Thriller",6.9
tt2404435,The Magnificent Seven,2016,132,"Action,Adventure,Western",6.9
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,152,"Action,Adventure,Fantasy",6.9
tt2704998,Game Night,2018,100,"Action,Adventure,Comedy",6.9
tt3104988,Crazy Rich Asians,2018,120,"Comedy,Drama,Romance",6.9
tt3385516,X-Men: Apocalypse,2016,144,"Action,Adventure,Sci-Fi",6.9
tt3420504,Finch,2021,115,"Adventure,Drama,Sci-Fi",6.9
tt3569230,Legend,2015,132,"Biography,Crime,Drama",6.9
tt3778644,Solo: A Star Wars Story,2018,135,"Action,Adventure,Sci-Fi",6.9
tt4034354,Swiss Army Man,2016,97,"Comedy,Drama,Fantasy",6.9
tt4218572,Widows,2018,129,"Crime,Drama,Thriller",6.9
tt4263482,The Witch,2015,92,"Drama,Horror,Mystery",6.9
tt4971344,The Sisters Brothers,2018,122,"Crime,Drama,Western",6.9
tt5688932,Sorry to Bother You,2018,112,"Comedy,Drama,Fantasy",6.9
tt6105098,The Lion King,2019,118,"Adventure,Animation,Drama",6.9
tt6139732,Aladdin,2019,128,"Adventure,Comedy,Family",6.9
tt6679794,Outlaw King,2018,121,"Action,Biography,Drama",6.9
tt0062512,You Only Live Twice,1967,117,"Action,Adventure,Thriller",6.8
tt0064757,On Her Majesty's Secret Service,1969,142,"Action,Adventure,Thriller",6.8
tt0076666,Saturday Night Fever,1977,118,"Drama,Music",6.8
tt0080749,The Fog,1980,89,"Horror,Thriller",6.8
tt0081573,Superman II,1980,127,"Action,Adventure,Sci-Fi",6.8
tt0083131,Stripes,1981,106,"Comedy,War",6.8
tt0084602,Rocky III,1982,99,"Drama,Sport",6.8
tt0084827,TRON,1982,96,"Action,Adventure,Sci-Fi",6.8
tt0086200,Risky Business,1983,99,"Comedy,Crime,Drama",6.8
tt0089927,Rocky IV,1985,91,"Drama,Sport",6.8
tt0092675,Bloodsport,1988,92,"Action,Biography,Drama",6.8
tt0096487,Young Guns,1988,107,"Action,Western",6.8
tt0096734,The 'Burbs,1989,102,"Comedy,Mystery,Thriller",6.8
tt0100758,Teenage Mutant Ninja Turtles,1990,93,"Action,Adventure,Comedy",6.8
tt0102057,Hook,1991,142,"Adventure,Comedy,Family",6.8
tt0104431,Home Alone 2: Lost in New York,1992,120,"Adventure,Comedy,Crime",6.8
tt0105812,White Men Can't Jump,1992,115,"Comedy,Drama,Sport",6.8
tt0106220,Addams Family Values,1993,94,"Comedy,Fantasy",6.8
tt0106918,The Firm,1993,154,"Drama,Mystery,Thriller",6.8
tt0108160,Sleepless in Seattle,1993,105,"Comedy,Drama,Romance",6.8
tt0114924,While You Were Sleeping,1995,103,"Comedy,Drama,Romance",6.8
tt0116409,The Ghost and the Darkness,1996,110,"Adventure,Drama,Thriller",6.8
tt0116908,The Long Kiss Goodnight,1996,121,"Action,Crime,Drama",6.8
tt0117509,Romeo + Juliet,1996,120,"Drama,Romance",6.8
tt0120681,From Hell,2001,122,"Horror,Mystery,Thriller",6.8
tt0120686,Stepmom,1998,125,"Comedy,Drama",6.8
tt0120746,The Mask of Zorro,1998,136,"Action,Adventure,Comedy",6.8
tt0120907,eXistenZ,1999,97,"Horror,Mystery,Sci-Fi",6.8
tt0129290,Patch Adams,1998,115,"Biography,Comedy,Drama",6.8
tt0139134,Cruel Intentions,1999,97,"Drama,Romance",6.8
tt0155267,The Thomas Crown Affair,1999,113,"Crime,Romance,Thriller",6.8
tt0163988,Bringing Out the Dead,1999,121,"Drama,Thriller",6.8
tt0212985,Hannibal,2001,131,"Crime,Drama,Thriller",6.8
tt0218967,The Family Man,2000,125,"Comedy,Drama,Fantasy",6.8
tt0227445,The Score,2001,124,"Action,Crime,Drama",6.8
tt0232500,The Fast and the Furious,2001,106,"Action,Crime,Thriller",6.8
tt0243155,Bridget Jones's Diary,2001,97,"Comedy,Drama,Romance",6.8
tt0258000,Panic Room,2002,112,"Crime,Drama,Thriller",6.8
tt0261392,Jay and Silent Bob Strike Back,2001,104,Comedy,6.8
tt0265459,One Hour Photo,2002,96,"Drama,Thriller",6.8
tt0286106,Signs,2002,106,"Drama,Mystery,Sci-Fi",6.8
tt0293662,The Transporter,2002,92,"Action,Crime,Thriller",6.8
tt0315327,Bruce Almighty,2003,101,"Comedy,Fantasy",6.8
tt0316396,Peter Pan,2003,113,"Adventure,Family,Fantasy",6.8
tt0328538,Thirteen,2003,100,Drama,6.8
tt0328880,Brother Bear,2003,85,"Adventure,Animation,Comedy",6.8
tt0339291,A Series of Unfortunate Events,2004,108,"Adventure,Comedy,Family",6.8
tt0343660,50 First Dates,2004,99,"Comedy,Drama,Romance",6.8
tt0365830,Tenacious D in the Pick of Destiny,2006,94,"Adventure,Comedy,Music",6.8
tt0395584,The Devil's Rejects,2005,107,"Crime,Horror,Western",6.8
tt0396555,Meet the Robinsons,2007,95,"Adventure,Animation,Comedy",6.8
tt0410297,The Lake House,2006,99,"Drama,Fantasy,Romance",6.8
tt0414055,Elizabeth: The Golden Age,2007,114,"Biography,Drama,History",6.8
tt0421073,Street Kings,2008,109,"Action,Crime,Thriller",6.8
tt0427327,Hairspray,2007,117,"Comedy,Drama,Musical",6.8
tt0430105,Four Brothers,2005,109,"Action,Crime,Drama",6.8
tt0430922,Role Models,2008,99,Comedy,6.8
tt0433387,Harsh Times,2005,116,"Action,Crime,Drama",6.8
tt0438097,Ice Age 2: The Meltdown,2006,91,"Adventure,Animation,Comedy",6.8
tt0450385,1408,2007,104,"Fantasy,Horror,Mystery",6.8
tt0451079,Horton Hears a Who!,2008,86,"Adventure,Animation,Comedy",6.8
tt0477080,Unstoppable,2010,98,"Action,Thriller",6.8
tt0478087,21,2008,123,"Crime,Drama,History",6.8
tt0478304,The Tree of Life,2011,139,"Drama,Fantasy",6.8
tt0480242,Dan in Real Life,2007,98,"Comedy,Drama,Romance",6.8
tt0486822,Disturbia,2007,105,"Crime,Drama,Mystery",6.8
tt0498399,We Own the Night,2007,117,"Action,Crime,Drama",6.8
tt0803096,Warcraft,2016,123,"Action,Adventure,Fantasy",6.8
tt0841046,Walk Hard: The Dewey Cox Story,2007,96,"Comedy,Music",6.8
tt0862846,Sunshine Cleaning,2008,91,"Comedy,Drama",6.8
tt0864835,Mr. Peabody & Sherman,2014,92,"Adventure,Animation,Comedy",6.8
tt0947810,Green Zone,2010,115,"Action,Drama,Thriller",6.8
tt0975645,Hitchcock,2012,98,"Biography,Drama,Romance",6.8
tt0993842,Hanna,2011,111,"Action,Adventure,Drama",6.8
tt1020530,Eden Lake,2008,91,"Horror,Thriller",6.8
tt1037705,The Book of Eli,2010,118,"Action,Adventure,Drama",6.8
tt1054606,The Imaginarium of Doctor Parnassus,2009,123,"Adventure,Comedy,Fantasy",6.8
tt10618286,Mank,2020,131,"Biography,Comedy,Drama",6.8
tt1067106,A Christmas Carol,2009,96,"Adventure,Animation,Comedy",6.8
tt1068680,Yes Man,2008,104,"Comedy,Romance",6.8
tt1091722,Adventureland,2009,107,"Comedy,Drama,Romance",6.8
tt1104001,TRON: Legacy,2010,125,"Action,Adventure,Sci-Fi",6.8
tt1206543,Out of the Furnace,2013,116,"Action,Crime,Drama",6.8
tt1226753,The Debt,2010,113,"Drama,Thriller",6.8
tt1258197,Exam,2009,101,"Mystery,Thriller",6.8
tt1277953,Madagascar 3: Europe's Most Wanted,2012,95,"Adventure,Animation,Comedy",6.8
tt1401152,Unknown,2011,113,"Mystery,Thriller",6.8
tt1409024,Men in Black 3,2012,106,"Action,Adventure,Comedy",6.8
tt1441952,Salmon Fishing in the Yemen,2011,107,"Comedy,Drama,Romance",6.8
tt1456635,Goon,2011,92,"Comedy,Drama,Sport",6.8
tt1478338,Bridesmaids,2011,125,"Comedy,Romance",6.8
tt1486834,What If,2013,98,"Comedy,Romance",6.8
tt1491044,The Iceman,2012,106,"Biography,Crime,Drama",6.8
tt1586752,Machine Gun Preacher,2011,129,"Action,Biography,Crime",6.8
tt1591095,Insidious,2010,103,"Horror,Mystery,Thriller",6.8
tt1598778,Contagion,2011,106,"Drama,Thriller",6.8
tt1606389,The Vow,2012,104,"Drama,Romance",6.8
tt1682180,Stoker,2013,99,"Drama,Thriller",6.8
tt1763303,The First Time,2012,95,"Comedy,Drama,Romance",6.8
tt1781922,No Escape,2015,103,"Action,Thriller",6.8
tt1790864,The Maze Runner,2014,113,"Action,Mystery,Sci-Fi",6.8
tt1823672,Chappie,2015,120,"Action,Crime,Drama",6.8
tt1922777,Sinister,2012,110,"Horror,Mystery,Thriller",6.8
tt1972571,A Most Wanted Man,2014,122,"Crime,Drama,Thriller",6.8
tt1981115,Thor: The Dark World,2013,112,"Action,Adventure,Fantasy",6.8
tt2083383,Trouble with the Curve,2012,111,"Drama,Sport",6.8
tt2139881,Long Shot,2019,125,"Comedy,Romance",6.8
tt2321549,The Babadook,2014,94,"Horror,Mystery",6.8
tt2379713,Spectre,2015,148,"Action,Adventure,Thriller",6.8
tt2798920,Annihilation,2018,115,"Adventure,Drama,Horror",6.8
tt3168230,Mr. Holmes,2015,104,"Drama,Mystery",6.8
tt3235888,It Follows,2014,100,"Horror,Mystery,Thriller",6.8
tt3289956,The Autopsy of Jane Doe,2016,86,"Horror,Mystery,Thriller",6.8
tt4003440,The House That Jack Built,2018,152,"Crime,Drama,Horror",6.8
tt4154664,Captain Marvel,2019,123,"Action,Adventure,Sci-Fi",6.8
tt4520988,Frozen II,2019,103,"Adventure,Animation,Comedy",6.8
tt4624424,Storks,2016,87,"Adventure,Animation,Comedy",6.8
tt4682786,Collateral Beauty,2016,97,"Drama,Romance",6.8
tt5294550,All the Money in the World,2017,132,"Biography,Crime,Drama",6.8
tt5742374,You Were Never Really Here,2017,89,"Crime,Drama",6.8
tt6265828,A Ghost Story,2017,92,"Drama,Fantasy,Romance",6.8
tt6857112,Us,2019,116,"Horror,Mystery,Thriller",6.8
tt6878306,News of the World,2020,118,"Action,Adventure,Drama",6.8
tt7040874,A Simple Favor,2018,117,"Comedy,Crime,Mystery",6.8
tt7638348,Boss Level,2020,100,"Mystery,Sci-Fi,Thriller",6.8
tt7798634,Ready or Not,2019,95,"Action,Comedy,Horror",6.8
tt8079248,Yesterday,2019,116,"Comedy,Fantasy,Music",6.8
tt0070328,Live and Let Die,1973,121,"Action,Adventure,Thriller",6.7
tt0071807,The Man with the Golden Gun,1974,125,"Action,Adventure,Thriller",6.7
tt0082398,For Your Eyes Only,1981,127,"Action,Adventure,Thriller",6.7
tt0085333,Christine,1983,110,"Horror,Thriller",6.7
tt0087928,Police Academy,1984,96,Comedy,6.7
tt0088933,Cocoon,1985,117,"Comedy,Drama,Sci-Fi",6.7
tt0091790,Pretty in Pink,1986,97,"Comedy,Drama,Romance",6.7
tt0093428,The Living Daylights,1987,130,"Action,Adventure,Thriller",6.7
tt0093894,The Running Man,1987,101,"Action,Sci-Fi,Thriller",6.7
tt0097742,Licence to Kill,1989,133,"Action,Adventure,Thriller",6.7
tt0101393,Backdraft,1991,137,"Action,Crime,Drama",6.7
tt0103919,Candyman,1992,99,"Horror,Thriller",6.7
tt0104714,Lethal Weapon 3,1992,118,"Action,Crime,Thriller",6.7
tt0106697,Demolition Man,1993,115,"Action,Sci-Fi,Thriller",6.7
tt0107977,Robin Hood: Men in Tights,1993,104,"Adventure,Comedy,Musical",6.7
tt0109446,The Client,1994,119,"Crime,Drama,Mystery",6.7
tt0113101,Four Rooms,1995,98,Comedy,6.7
tt0117438,Ransom,1996,121,"Action,Crime,Thriller",6.7
tt0118883,Conspiracy Theory,1997,135,"Action,Mystery,Thriller",6.7
tt0120148,Sliding Doors,1998,99,"Comedy,Drama,Fantasy",6.7
tt0120591,Armageddon,1998,151,"Action,Adventure,Sci-Fi",6.7
tt0120632,City of Angels,1998,114,"Drama,Fantasy,Romance",6.7
tt0120804,Resident Evil,2002,100,"Action,Horror,Sci-Fi",6.7
tt0122933,Analyze This,1999,103,"Comedy,Crime",6.7
tt0124298,Blast from the Past,1998,112,"Comedy,Drama,Romance",6.7
tt0128853,You've Got Mail,1998,119,"Comedy,Drama,Romance",6.7
tt0142688,The Ninth Gate,1999,133,"Mystery,Thriller",6.7
tt0145681,The Bone Collector,1999,118,"Crime,Drama,Mystery",6.7
tt0187738,Blade II,2002,117,"Action,Horror,Sci-Fi",6.7
tt0190138,The Whole Nine Yards,2000,98,"Comedy,Crime",6.7
tt0195714,Final Destination,2000,98,"Horror,Thriller",6.7
tt0219699,The Gift,2000,112,"Drama,Fantasy,Horror",6.7
tt0230838,Sweet November,2001,119,"Drama,Romance",6.7
tt0242653,The Matrix Revolutions,2003,129,"Action,Sci-Fi",6.7
tt0248667,Ali,2001,157,"Biography,Drama,Sport",6.7
tt0250797,Unfaithful,2002,124,"Drama,Romance,Thriller",6.7
tt0265208,The Girl Next Door,2004,109,"Comedy,Drama,Romance",6.7
tt0267626,K-19: The Widowmaker,2002,138,"Drama,History,Thriller",6.7
tt0286499,Bend It Like Beckham,2002,112,"Comedy,Drama,Romance",6.7
tt0317648,Hidalgo,2004,136,"Action,Adventure,Biography",6.7
tt0337741,Something's Gotta Give,2003,128,"Comedy,Drama,Romance",6.7
tt0338095,High Tension,2003,91,Horror,6.7
tt0343737,The Good Shepherd,2006,167,"Drama,History,Thriller",6.7
tt0348333,Waiting...,2005,94,Comedy,6.7
tt0364725,Dodgeball: A True Underdog Story,2004,92,"Comedy,Sport",6.7
tt0367594,Charlie and the Chocolate Factory,2005,115,"Adventure,Comedy,Family",6.7
tt0371257,Stay,2005,99,"Drama,Mystery,Thriller",6.7
tt0371724,The Hitchhiker's Guide to the Galaxy,2005,109,"Adventure,Comedy,Sci-Fi",6.7
tt0376994,X-Men: The Last Stand,2006,104,"Action,Adventure,Sci-Fi",6.7
tt0380389,Goal! The Dream Begins,2005,118,"Drama,Romance,Sport",6.7
tt0386117,Where the Wild Things Are,2009,101,"Adventure,Drama,Family",6.7
tt0386588,Hitch,2005,118,"Comedy,Romance",6.7
tt0401855,Underworld: Evolution,2006,106,"Action,Fantasy,Thriller",6.7
tt0402399,The New World,2005,135,"Biography,Drama,History",6.7
tt0404032,The Exorcism of Emily Rose,2005,119,"Drama,Horror,Thriller",6.7
tt0423294,Surf's Up,2007,85,"Adventure,Animation,Comedy",6.7
tt0425123,Just Like Heaven,2005,95,"Comedy,Drama,Fantasy",6.7
tt0429493,The A-Team,2010,117,"Action,Adventure,Thriller",6.7
tt0465602,Shoot 'Em Up,2007,86,"Action,Comedy,Thriller",6.7
tt0467200,The Other Boleyn Girl,2008,115,"Biography,Drama,History",6.7
tt0472160,Penelope,2006,104,"Comedy,Fantasy,Romance",6.7
tt0476964,The Brave One,2007,122,"Action,Crime,Drama",6.7
tt0479952,Madagascar: Escape 2 Africa,2008,89,"Adventure,Animation,Comedy",6.7
tt0758752,Love & Other Drugs,2010,112,"Comedy,Drama,Romance",6.7
tt0787475,Hot Rod,2007,88,"Comedy,Sport",6.7
tt0800080,The Incredible Hulk,2008,112,"Action,Adventure,Sci-Fi",6.7
tt0800308,Appaloosa,2008,115,"Action,Crime,Drama",6.7
tt0804461,Death Sentence,2007,105,"Action,Crime,Thriller",6.7
tt0808151,Angels & Demons,2009,138,"Action,Mystery,Thriller",6.7
tt0995039,Ghost Town,2008,102,"Comedy,Drama,Fantasy",6.7
tt1034415,Suspiria,2018,152,"Drama,Fantasy,Horror",6.7
tt1041829,The Proposal,2009,108,"Comedy,Drama,Romance",6.7
tt11214590,House of Gucci,2021,158,"Crime,Drama",6.7
tt1188729,Pandorum,2009,108,"Action,Horror,Mystery",6.7
tt1210042,Brooklyn's Finest,2009,132,"Action,Crime,Drama",6.7
tt1211956,Escape Plan,2013,115,"Action,Thriller",6.7
tt1270797,Venom,2018,112,"Action,Adventure,Sci-Fi",6.7
tt1272878,2 Guns,2013,109,"Action,Comedy,Crime",6.7
tt1307068,Seeking a Friend for the End of the World,2012,101,"Adventure,Comedy,Drama",6.7
tt1321870,Gangster Squad,2013,113,"Action,Crime,Drama",6.7
tt1355630,If I Stay,2014,107,"Drama,Fantasy,Music",6.7
tt1430132,The Wolverine,2013,126,"Action,Sci-Fi",6.7
tt1478964,Attack the Block,2011,88,"Action,Adventure,Comedy",6.7
tt1512235,Super,2010,96,"Action,Comedy,Crime",6.7
tt1560220,Zombieland: Double Tap,2019,99,"Action,Comedy,Horror",6.7
tt1599348,Safe House,2012,115,"Action,Thriller",6.7
tt1605630,American Reunion,2012,113,Comedy,6.7
tt1619029,Jackie,2016,100,"Biography,Drama",6.7
tt1636826,Project X,2012,88,Comedy,6.7
tt1637688,In Time,2011,109,"Action,Sci-Fi,Thriller",6.7
tt1702439,Safe Haven,2013,115,"Drama,Romance,Thriller",6.7
tt1716772,The Inbetweeners,2011,97,Comedy,6.7
tt1726669,Killer Joe,2011,102,"Drama,Thriller",6.7
tt1800302,Gold,2016,120,"Crime,Drama",6.7
tt1840309,Divergent,2014,139,"Action,Adventure,Mystery",6.7
tt1911644,The Call,2013,96,"Crime,Drama,Horror",6.7
tt1911658,Penguins of Madagascar,2014,92,"Adventure,Animation,Comedy",6.7
tt1935859,Miss Peregrine's Home for Peculiar Children,2016,127,"Adventure,Drama,Family",6.7
tt1972591,King Arthur: Legend of the Sword,2017,126,"Action,Adventure,Drama",6.7
tt1972779,The Best of Me,2014,118,"Drama,Romance",6.7
tt1979388,The Good Dinosaur,2015,93,"Adventure,Animation,Comedy",6.7
tt2025690,The Finest Hours,2016,117,"Action,Drama,History",6.7
tt2406566,Atomic Blonde,2017,115,"Action,Thriller",6.7
tt2463208,The Adam Project,2022,106,"Action,Adventure,Comedy",6.7
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,110,"Biography,Crime,Drama",6.7
tt2510894,Hotel Transylvania 2,2015,89,"Adventure,Animation,Comedy",6.7
tt2980592,The Guest,2014,100,"Action,Mystery,Thriller",6.7
tt3072482,Hardcore Henry,2015,96,"Action,Adventure,Sci-Fi",6.7
tt3480822,Black Widow,2021,134,"Action,Adventure,Sci-Fi",6.7
tt3606752,Cars 3,2017,102,"Adventure,Animation,Comedy",6.7
tt3731562,Kong: Skull Island,2017,118,"Action,Adventure,Fantasy",6.7
tt3766354,The Equalizer 2,2018,121,"Action,Crime,Thriller",6.7
tt4244998,Alpha,2018,96,"Action,Adventure,Drama",6.7
tt4649466,Kingsman: The Golden Circle,2017,141,"Action,Adventure,Comedy",6.7
tt4701182,Bumblebee,2018,114,"Action,Adventure,Sci-Fi",6.7
tt5028340,Mary Poppins Returns,2018,130,"Adventure,Comedy,Family",6.7
tt6292852,I Am Mother,2019,113,"Drama,Mystery,Sci-Fi",6.7
tt6924650,Midway,2019,138,"Action,Drama,History",6.7
tt6977338,Good Boys,2019,90,"Adventure,Comedy",6.7
tt7975244,Jumanji: The Next Level,2019,123,"Action,Adventure,Comedy",6.7
tt8936646,Extraction,2020,116,"Action,Thriller",6.7
tt0066995,Diamonds Are Forever,1971,120,"Action,Adventure,Thriller",6.6
tt0087277,Footloose,1984,107,"Drama,Music,Romance",6.6
tt0088170,Star Trek III: The Search for Spock,1984,105,"Action,Adventure,Sci-Fi",6.6
tt0090305,Weird Science,1985,94,"Comedy,Romance,Sci-Fi",6.6
tt0090555,Crocodile Dundee,1986,97,"Action,Adventure,Comedy",6.6
tt0091949,Short Circuit,1986,98,"Comedy,Family,Sci-Fi",6.6
tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987,96,"Fantasy,Horror",6.6
tt0094862,Child's Play,1988,87,"Horror,Thriller",6.6
tt0097428,Ghostbusters II,1989,108,"Action,Comedy,Fantasy",6.6
tt0098206,Road House,1989,114,"Action,Thriller",6.6
tt0104070,Death Becomes Her,1992,104,"Comedy,Fantasy,Horror",6.6
tt0104231,Far and Away,1992,140,"Adventure,Drama,Romance",6.6
tt0107144,Hot Shots! Part Deux,1993,86,"Action,Comedy",6.6
tt0107798,The Pelican Brief,1993,141,"Crime,Drama,Mystery",6.6
tt0111280,Star Trek: Generations,1994,118,"Action,Adventure,Mystery",6.6
tt0114069,Outbreak,1995,127,"Action,Drama,Thriller",6.6
tt0119081,Event Horizon,1997,96,"Horror,Sci-Fi,Thriller",6.6
tt0119468,Kiss the Girls,1997,115,"Crime,Drama,Mystery",6.6
tt0120657,The 13th Warrior,1999,102,"Action,Adventure,History",6.6
tt0120783,The Parent Trap,1998,128,"Adventure,Comedy,Drama",6.6
tt0120787,To Catch a Mystery,1998,107,"Crime,Drama,Thriller",6.6
tt0120890,Wild Things,1998,108,"Crime,Drama,Mystery",6.6
tt0120913,Titan A.E.,2000,94,"Action,Adventure,Animation",6.6
tt0121765,Star Wars: Episode II - Attack of the Clones,2002,142,"Action,Adventure,Fantasy",6.6
tt0122151,Lethal Weapon 4,1998,127,"Action,Crime,Thriller",6.6
tt0141926,U-571,2000,116,"Action,War",6.6
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,95,"Action,Adventure,Comedy",6.6
tt0161081,What Lies Beneath,2000,130,"Drama,Horror,Mystery",6.6
tt0163978,The Beach,2000,119,"Adventure,Drama,Romance",6.6
tt0172156,Bad Boys II,2003,147,"Action,Comedy,Crime",6.6
tt0183505,"Me, Myself & Irene",2000,116,Comedy,6.6
tt0184894,Shanghai Noon,2000,110,"Action,Adventure,Comedy",6.6
tt0191397,The Replacements,2000,118,"Comedy,Sport",6.6
tt0206314,Joy Ride,2001,97,"Action,Mystery,Thriller",6.6
tt0259446,My Big Fat Greek Wedding,2002,95,"Comedy,Drama,Romance",6.6
tt0266915,Rush Hour 2,2001,90,"Action,Comedy,Crime",6.6
tt0271027,Kiss of the Dragon,2001,98,"Action,Crime,Thriller",6.6
tt0292506,The Recruit,2003,115,"Action,Thriller",6.6
tt0296572,The Chronicles of Riddick,2004,119,"Action,Adventure,Sci-Fi",6.6
tt0314353,Tears of the Sun,2003,121,"Action,Drama,Thriller",6.6
tt0327850,The Rundown,2003,104,"Action,Adventure,Comedy",6.6
tt0338348,The Polar Express,2004,100,"Adventure,Animation,Comedy",6.6
tt0356150,EuroTrip,2004,92,Comedy,6.6
tt0356721,I Heart Huckabees,2004,107,Comedy,6.6
tt0368008,The Manchurian Candidate,2004,129,"Drama,Mystery,Sci-Fi",6.6
